#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  NGC4483                 | [RG2008]J187.66936+09.01568,VCC1303,UGC07649,SDSSJ123040.65+090056.4,SDSSJ123040.64+090056.4,SDSSJ123040.64+090056.3,PGC041339,NGC4483,MCG+02-32-103,LGG292:[G93]017,EVCC0779,CGCG070-136,2MASXJ12304062+0900563                                                     |     41339 |  30.78 |  31.10 |   12.51129 |    9.01567 |      883 |        1 |      NaN |      NaN |      957 |   70.2 |   72.4 |     0.29 |     0.05 | S0-a  | B    | R     |           |             |  -1.4 |   0.7 |     1.22 |     0.07 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  12.99 |   0.37 |   0.85 |  11.67 |
  NGC4526                 | VCC1535,UGC07718,SDSSJ123402.98+074157.5,SDSSJ123402.98+074157.4,PGC041772,NGC4526,MCG+01-32-100,LGG288:[G93]012,IRAS12315+0758,EVCC0884,CGCG042-155,AGC007718,2MASXJ12340302+0741569                                                                                |     41772 |  29.94 |  30.93 |   12.56750 |    7.69926 |      581 |       11 |      560 |        5 |      650 |  138.0 |   90.0 |     0.45 |     0.04 | S0    | B    |       |           |             |  -1.9 |   0.4 |     1.84 |     0.02 | 150.41 |   8.55 | 150.41 |    NaN |  19.07 |   0.24 |  11.01 |   0.10 |  10.45 |   0.47 |   0.89 |  10.07 |
  NGC4503                 | [TH2002]015,[RG2008]J188.02597+11.17642,VCC1412,UGC07680,SDSSJ123206.23+111035.0,PGC041538,NGC4503,MCG+02-32-118,LGG289:[G93]014,EVCC2154,CGCG070-149,2MASXJ12320619+1110351                                                                                         |     41538 |  31.64 |  30.35 |   12.53506 |   11.17641 |     1353 |        7 |     1359 |        8 |     1438 |   11.5 |   88.1 |     0.34 |     0.04 | S0    | B    | R     |           |             |  -1.7 |   1.8 |     1.54 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.22 |  11.71 |   0.70 |   0.88 |  10.27 |
  NGC4570                 | VCC1692,UGC07785,SDSSJ123653.37+071447.7,PGC042096,NGC4570,MCG+01-32-114,LGG296:[G93]004,EVCC2185,EONJ189.222+07.247,EGISJ123653.4+071448,CGCG042-178,2MFGC09935,2MASXJ12365340+0714479                                                                              |     42096 |  32.12 |  31.14 |   12.61483 |    7.24667 |     1745 |       26 |      NaN |      NaN |     1813 |  159.5 |   90.0 |     0.62 |     0.03 | S0    | B    |       |           |             |  -1.9 |   1.0 |     1.59 |     0.02 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  11.59 |   0.41 |   0.84 |  10.15 |
  NGC4528                 | [TH2002]031,VCC1537,UGC07722,SDSSJ123406.07+111916.5,PGC041781,NGC4528,MCG+02-32-140,LGG289:[G93]015,EVCC2166,CGCG070-172,2MASXJ12340606+1119165                                                                                                                     |     41781 |  31.64 |  30.97 |   12.56836 |   11.32123 |     1369 |       39 |      NaN |      NaN |     1455 |    5.0 |   73.6 |     0.27 |     0.04 | S0    | B    |       |           |             |  -2.0 |   0.5 |     1.20 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.20 |  12.67 |   0.52 |   0.83 |  11.30 |
  NGC4690                 | UGC07964,SDSSJ124755.52-013921.8,PGC043202,NGC4690,MCG+00-33-012,EVCC2226,CGCG015-021,2MASXJ12475551-0139215                                                                                                                                                         |     43202 |  33.07 |    NaN |   12.79876 |   -1.65600 |     2794 |       25 |      NaN |      NaN |     2822 |  149.9 |   56.4 |     0.15 |     0.02 | E-S0  |      |       |           |             |  -3.0 |   0.7 |     1.20 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.13 |  13.40 |    NaN |    NaN |  12.10 |
  NGC4624                 | UGC07924,SDSSJ124505.99+030320.8,SDSSJ124505.83+030315.1,PGC042970,NGC4665,NGC4664,NGC4624,MCG+01-33-005,LGG292:[G93]050,EVCC2217,CGCG043-018,2MASXJ12450595+0303204                                                                                                 |     42970 |  30.78 |  30.16 |   12.75165 |    3.05550 |      896 |       22 |      NaN |      NaN |      946 |    NaN |    0.0 |     0.00 |     0.05 | S0-a  | B    | R     |           |             |  -0.6 |   1.0 |     1.66 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.10 |  11.00 |    NaN |    NaN |   9.63 |
  NGC4710                 | UGC07980,SDSSJ124938.68+150954.1,SDSSJ124938.60+150951.1,SDSSJ124938.59+150951.1,PGC043375,NGC4710,MCG+03-33-009,LGG292:[G93]110,IRAS12471+1526,EVCC1182,EONJ192.412+15.165,EGISJ124938.9+150956,CGCG100-011,ALFALFA1-415,AGC007980,2MFGC10109,2MASXJ12493895+1509557|     43375 |  31.25 |  30.18 |   12.82744 |   15.16497 |     1105 |        8 |     1100 |        4 |     1214 |   25.9 |   90.0 |     0.59 |     0.05 | S0-a  | B    | R     |           |             |  -0.9 |   0.8 |     1.64 |     0.03 | 160.00 |   7.54 | 160.00 |    NaN |  17.59 |   0.20 |  11.10 |   0.13 |  11.46 |   0.28 |   0.77 |  10.43 |
  NGC4694                 | [TH2002]016,VCC2066,UGC07969,SDSSJ124815.09+105860.0,PGC043241,NGC4694,MCG+02-33-023,LGG292:[G93]028,IRAS12457+1115,HIPASSJ1247+10,EVCC1171,CGCG071-044,AGC007969,2MASXJ12481509+1059010                                                                             |     43241 |  31.32 |    NaN |   12.80419 |   10.98349 |     1165 |        6 |     1162 |        3 |     1254 |  134.6 |   70.0 |     0.26 |     0.03 | S0    | B    |       |           |             |  -1.8 |   0.7 |     1.30 |     0.04 |  47.27 |   1.48 |  50.29 |   1.60 |  15.61 |   0.14 |  12.81 |   0.17 |  12.03 |   0.18 |   0.55 |  10.85 |
  NGC5273                 | UGC08675,SDSSJ134208.38+353915.4,PGC048521,NGC5273,MCG+06-30-072,KPG391A,IRAS13399+3554,CGCG190-041,2MASXJ13420838+3539152                                                                                                                                           |     48521 |  31.39 |  31.16 |   13.70234 |   35.65437 |     1084 |       18 |     1109 |       12 |     1292 |    5.9 |   58.1 |     0.18 |     0.03 | S0    |      |       |           |             |  -1.9 |   0.5 |     1.36 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.04 |  12.47 |   0.32 |   0.81 |  11.57 |
  NGC5342                 | UGC08776,SDSSJ135125.84+595150.2,SDSSJ135125.82+595150.2,PGC049192,NGC5342,MCG+10-20-041,LGG360:[G93]010,CGCG295-020,2MASXJ13512589+5951468                                                                                                                          |     49192 |  32.80 |    NaN |   13.85718 |   59.86376 |     2215 |       40 |      NaN |      NaN |     2488 |  153.7 |   90.0 |     0.49 |     0.06 | S0    | B    |       |           |             |  -2.0 |   0.4 |     0.96 |     0.11 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.05 |  14.19 |    NaN |    NaN |  12.61 |
  NGC5355                 | UGC08819,SDSSJ135345.56+402019.3,SDSSJ135345.56+402019.2,SDSSJ135345.55+402019.2,PGC049380,NGC5355,MCG+07-29-012,LGG361:[G93]010,HCG068D,CGCG219-020,2MASXJ13534556+4020196                                                                                          |     49380 |  32.87 |    NaN |   13.89599 |   40.33869 |     2351 |        3 |     2313 |       12 |     2577 |   29.7 |   62.3 |     0.20 |     0.03 | S0    |      |       |           |             |  -2.0 |   1.0 |     1.06 |     0.04 | 130.01 |   8.81 | 146.88 |  10.05 |  14.74 |   0.34 |    NaN |   0.05 |  13.96 |   0.21 |   0.80 |  12.79 |
  NGC5358                 | UGC08826,SDSSJ135400.42+401638.4,SDSSJ135400.41+401638.3,PGC049389,NGC5358,MCG+07-29-013,LGG361:[G93]017,HCG068E,EONJ208.502+40.277,EGISJ135400.4+401638,CGCG219-022,2MASXJ13540043+4016387                                                                          |     49389 |  32.91 |    NaN |   13.90011 |   40.27733 |     2408 |       14 |     2319 |        6 |     2634 |  137.8 |   90.0 |     0.47 |     0.03 | S0-a  | B    |       |           |             |  -0.4 |   0.8 |     1.05 |     0.04 | 131.19 |   5.81 | 131.19 |    NaN |  15.87 |   0.34 |    NaN |   0.04 |  14.43 |    NaN |    NaN |  13.19 |
  UGC08876                | UGC08876,SDSSJ135658.07+455823.8,SDSSJ135658.06+455823.8,SDSSJ135658.06+455823.7,SDSSJ135658.06+455823.6,SDSSJ135658.05+455823.6,PGC049608,MCG+08-25-053,CGCG246-028,2MASXJ13565806+4558234                                                                          |     49608 |  32.62 |    NaN |   13.94946 |   45.97324 |     2059 |        1 |      NaN |      NaN |     2303 |   25.0 |   90.0 |     0.60 |     0.06 | S0-a  | B    |       |           |             |  -0.1 |   0.9 |     1.01 |     0.11 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.04 |  13.94 |    NaN |    NaN |  12.68 |
  NGC5475                 | UGC09016,SDSSJ140512.42+554430.7,SDSSJ140512.41+554430.7,SDSSJ140512.41+554430.6,SDSSJ140512.40+554430.9,PGC050231,NGC5475,MCG+09-23-033,LGG373:[G93]003,CGCG272-024,2MFGC11412,2MASXJ14051234+5544304                                                               |     50231 |  32.25 |    NaN |   14.08678 |   55.74185 |     1647 |        1 |      NaN |      NaN |     1915 |  165.8 |   90.0 |     0.53 |     0.03 | Sa    |      |       |           |             |   0.8 |   1.2 |     1.29 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.05 |  12.93 |    NaN |    NaN |  11.88 |
  NGC5500                 | UGC09070,SDSSJ141015.23+483246.0,SDSSJ141015.23+483245.9,SDSSJ141015.22+483246.0,PGC050588,NGC5500,MRK0806,MCG+08-26-008,LGG372:[G93]008,CGCG247-007,2MASXJ14101524+4832458                                                                                          |     50588 |  32.51 |    NaN |   14.17090 |   48.54609 |     1905 |        2 |      NaN |      NaN |     2158 |  136.3 |   50.1 |     0.08 |     0.03 | E     |      |       |           |             |  -4.9 |   0.3 |     0.96 |     0.05 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  14.22 |    NaN |    NaN |  12.55 |
  NGC5507                 | UGCA388,SDSSJ141319.86-030855.9,PGC050786,NPM1G-02.0389,NGC5507,MCG+00-36-029,LGG377:[G93]003,KPG419B,CGCG018-082,AGC540049,6dFJ1413199-030856,2MASXJ14131987-0308558                                                                                                |     50786 |  32.21 |    NaN |   14.22219 |   -3.14887 |     1824 |        9 |     1820 |        8 |     1871 |   79.6 |   87.4 |     0.31 |     0.02 | S0    | B    | R     |           |             |  -2.3 |   0.7 |     1.20 |     0.03 | 132.82 |   8.85 | 132.96 |   8.89 |    NaN |    NaN |    NaN |   0.26 |  13.15 |   0.35 |   0.89 |  11.13 |
  NGC5557                 | UGC09161,SDSSJ141825.72+362936.8,PGC051104,NGC5557,MCG+06-31-093,LGG378:[G93]001,CGCG191-074,2MASXJ14182570+3629372                                                                                                                                                  |     51104 |  33.49 |  32.58 |   14.30715 |   36.49356 |     3213 |       13 |      NaN |      NaN |     3432 |   97.0 |   90.0 |     0.31 |     0.03 | E     |      |       |           |             |  -4.7 |   0.7 |     1.36 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.03 |  11.86 |   0.51 |   0.87 |    NaN |
  NGC5611                 | UGC09227,SDSSJ142404.77+330250.6,PGC051431,NGC5611,MCG+06-32-020,EONJ216.020+33.047,EGISJ142404.8+330251,CGCG192-013,2MASXJ14240477+3302510                                                                                                                          |     51431 |  32.51 |  31.99 |   14.40133 |   33.04747 |     1954 |       25 |      NaN |      NaN |     2163 |   65.0 |   90.0 |     0.36 |     0.06 | S0    |      |       |           |             |  -1.9 |   0.5 |     1.13 |     0.09 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.05 |  13.38 |    NaN |    NaN |  12.06 |
  NGC5631                 | UGC09261,SDSSJ142633.29+563457.4,PGC051564,NGC5631,MCG+10-21-002,CGCG296-005,2MASXJ14263328+5634575                                                                                                                                                                  |     51564 |  32.55 |  32.20 |   14.44258 |   56.58263 |     1953 |       10 |     1979 |       29 |     2226 |    NaN |    0.0 |     0.00 |     0.06 | S0    |      |       |           |             |  -2.0 |   0.7 |     1.29 |     0.07 | 165.36 |  14.29 |    NaN |    NaN |  15.84 |   0.31 |    NaN |   0.09 |  12.36 |   0.40 |   0.88 |    NaN |
  IC1024                  | UGC09341,SDSSJ143126.99+030024.4,SDSSJ143126.97+030028.1,PGC051895,MCG+01-37-022,LGG386:[G93]001,IRAS14289+0313,IC1024,HIPASSJ1431+03,CGCG047-076,AGC009341,2MASXJ14312722+0300327                                                                                   |     51895 |  31.70 |    NaN |   14.52418 |    3.00819 |     1410 |       31 |     1457 |        4 |     1492 |   29.4 |   90.0 |     0.37 |     0.03 | S0    |      |       | M         |             |  -1.8 |   1.2 |     1.04 |     0.06 |  90.67 |   3.06 |  90.67 |    NaN |  15.03 |   0.22 |  11.60 |   0.13 |  13.94 |    NaN |    NaN |  12.70 |
  NGC5638                 | UGC09308,SDSSJ142940.37+031359.9,PGC051787,NGC5638,MCG+01-37-018,LGG386:[G93]015,CGCG047-063,2MASXJ14294038+0314003                                                                                                                                                  |     51787 |  32.02 |  32.08 |   14.49456 |    3.23330 |     1657 |       23 |      NaN |      NaN |     1740 |  153.8 |   39.8 |     0.06 |     0.02 | E     |      |       |           |             |  -4.8 |   0.4 |     1.29 |     0.04 |  60.75 |   2.85 |  94.99 |   4.74 |  17.86 |   0.27 |    NaN |   0.14 |  11.99 |   0.41 |   0.89 |    NaN |
  NGC5687                 | UGC09395,SDSSJ143452.40+542833.0,PGC052116,NGC5687,MCG+09-24-020,KIG0637,CGCG273-014,2MASXJ14345236+5428324                                                                                                                                                          |     52116 |  32.70 |  32.21 |   14.58122 |   54.47576 |     2113 |       23 |      NaN |      NaN |     2383 |  103.3 |   79.1 |     0.24 |     0.05 | E-S0  |      |       |           |             |  -3.2 |   1.0 |     1.38 |     0.07 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.05 |  12.51 |    NaN |   0.81 |    NaN |
  UGC09519                | UGC09519,SDSSJ144621.11+342214.1,SDSSJ144621.10+342214.1,SDSSJ144621.09+342214.0,PGC052741,MCG+06-32-097,LOG332,IRAS14442+3434,CGCG192-059,AGC009519,2MASXJ14462112+3422143                                                                                          |     52741 |  32.16 |    NaN |   14.77253 |   34.37058 |     1640 |        1 |     1636 |        8 |     1858 |    NaN |   23.2 |     0.03 |     0.03 | S0    |      |       | M         |             |  -1.8 |   0.7 |     0.90 |     0.05 |  45.05 |   4.80 | 114.36 |  13.12 |  14.97 |   0.42 |  14.08 |   0.09 |  14.16 |    NaN |    NaN |  12.60 |
  NGC5770                 | UGC09575,SDSSJ145315.01+035735.0,PGC1261303,PGC053201,NGC5770,MCG+01-38-011,LGG387:[G93]005,CGCG048-052,2MASXJ14531503+0357349                                                                                                                                       |     53201 |  31.81 |  31.37 |   14.88751 |    3.95976 |     1477 |       15 |      NaN |      NaN |     1568 |    NaN |   41.1 |     0.09 |     0.03 | S0    | B    | R     |           |             |  -1.9 |   0.4 |     1.04 |     0.06 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.17 |  12.99 |   0.30 |   0.83 |    NaN |
  NGC5854                 | UGC09726,SDSSJ150747.70+023407.0,PGC054013,NGC5854,NGC5846:[MTT2005]246,MCG+01-39-001,LGG393:[G93]005,CGCG049-009,2MASXJ15074772+0234068                                                                                                                             |     54013 |  32.12 |    NaN |   15.12992 |    2.56862 |     1730 |       26 |     1750 |        6 |     1817 |   55.0 |   90.0 |     0.63 |     0.06 | S0-a  | B    | R     |           |             |  -1.1 |   0.6 |     1.48 |     0.04 |  46.78 |   2.57 |  46.78 |    NaN |  18.58 |   0.15 |    NaN |   0.23 |  12.39 |   0.18 |   0.70 |    NaN |
  IC0719                  | UGC06633,SDSSJ114018.51+090035.6,SDSSJ114018.50+090035.6,SDSSJ114018.50+090035.5,PGC1357841,PGC036205,MCG+02-30-008,IRAS11377+0917,IC0719,EVCC0001,CGCG068-021,ARK308,AGC006633,2MIG1619,2MFGC09147,2MASXJ11401849+0900354                                           |     36205 |  32.21 |  31.87 |   11.67181 |    9.00987 |     1831 |        5 |     1810 |        5 |     1886 |   52.4 |   90.0 |     0.50 |     0.03 | S0    |      |       |           |             |  -1.6 |   1.0 |     1.08 |     0.04 | 114.44 |   6.63 | 114.44 |    NaN |  15.75 |   0.23 |  13.02 |   0.22 |  13.51 |    NaN |    NaN |  12.22 |
  UGC04551                | UGC04551,SDSSJ084405.91+494737.9,PGC024528,MCG+08-16-025,CGCG237-015,2MASXJ08440589+4947382                                                                                                                                                                          |     24528 |  32.21 |    NaN |    8.73497 |   49.79393 |     1722 |        9 |     1721 |       12 |     1905 |  112.0 |   90.0 |     0.51 |     0.06 | S0    |      | R     |           |             |  -1.9 |   0.6 |     1.23 |     0.07 |  81.29 |   5.41 |  81.29 |    NaN |  17.72 |   0.39 |    NaN |   0.10 |  13.26 |   0.41 |   0.85 |    NaN |
