\ ------------------------------------------------------------------------------------------------------------------
\
\ S4G pipeline 5 stellar masses.
\ 
\ M.Querejeta & S.Meidt, MPIA, Heidelberg, September 2014 (contact: querejeta@mpia.de)
\
\ ------------------------------------------------------------------------------------------------------------------
\ COLUMN DESCRIPTION:
\ 
\ Column #1: Galaxy name
\  
\ Column #2: Stellar mass (ICA-corrected 3.6um image integrated within the 25.5mag/arcsec^2 isophote; M/L=0.6 Msun/Lsun)
\  
\ Column #3: Flux of ICA-corrected 3.6um image integrated within the 25.5mag/arcsec^2 isophote
\  
\ Column #4: (Weighted) average signal-to-noise ratio of the original 3.6um image (see paper for details)
\  
\ Column #5: Distance (Muñoz-Mateos et al. 2015)
\  
\ Column #6: Hubble type (Buta et al. 2015)
\  
\ -----------------------------------------------------------------------------------
|       #1|             #2|             #3|             #4|             #5|      #6|
|   Galaxy|   Stellar mass|        s2 flux|            S/N|       Distance|Hubble T|
   NGC4289     21524541440      930.419800       36.453690       41.450001        3
   NGC4294      5791192064     1008.343140       34.559540       19.230000        7
   NGC4299      2411559936     1030.041870       19.620848       16.799999        8
   NGC4307     23018389504     1253.164795       40.855305       22.629999        0
   NGC4309      2444184064      706.098755       18.086893       14.280000       -2
   NGC4310      1622189056      660.093384       26.874767        9.700000        0
   NGC4312      4783185408     1300.749756       29.566204       10.930000       20
   NGC4313     12464340992     2252.763916       31.853312       16.139999        0
   NGC4316     20220452864     1346.755859       47.372120       28.610001        5
   NGC4324     39534903296     3057.163086       48.607643       31.629999       -1
   NGC4330      7457262592     1313.542358       32.922401       20.400000        7
   NGC4331      1903497728      108.805054       11.450341       26.600000        9
   NGC4344      2631674880      326.548492       15.963428       15.290000       -1
   NGC4348     29461684224     2967.080811       47.724014       32.720001        4
   NGC4356     14894376960      537.131592       23.432636       28.780001        7
   NGC4371     29507569664     2665.631836       30.743498       16.799999       -2
   NGC4374    130871271424     8660.607422       15.219866       16.840000       -5
   NGC4376      1199854592      186.665466       13.947087       15.170000       10
   NGC4385     15537273856     1178.557861       14.007133       33.500000        2
   NGC4388     37517668352     6074.373047       35.723606       21.370001        1
   NGC4393       844062720      305.998901        6.158127       10.600000        9
   NGC4395       847939072     1839.640869        7.011909        4.490000        8
   NGC4396        34123976      505.048950       18.198914       -1.650000        6
   NGC4402     14574923776     4211.895508       59.829597       16.719999        5
  NGC4411B      2771918336      387.211914        9.212675       16.799999        5
   NGC4419     27214223360     4247.826172      110.037163       17.139999        1
   NGC4423      2009552128      198.849487       15.335975       20.950001        8
   NGC4428     29398718464     1667.735840       40.657845       41.220001        4
   NGC4437     16640466944    10986.583984       67.868660       11.550000        5
   NGC4438     49328812032     1770.541382       16.498203       13.950000        0
   NGC4442     30408097792     5828.705566       20.990246       15.110000       -3
   NGC4445      4837402624      538.678345       34.419361       17.600000       20
   NGC4455       570607104      459.304169       14.074266        9.450000        9
   NGC4460      2390051072     1062.409302       17.821922        8.850000       20
   NGC4461     15064394752     5669.347168       38.217087       16.799999       -1
   NGC4462     30420516864     1974.420410       43.212975       26.200001        1
   NGC4472    243371130880    24215.501953       26.179146       16.000000       -5
   NGC4494     30872895488    12362.637695       41.745445       13.840000       -5
   NGC4498      5014174208     1048.524902       25.726419       17.959999        7
   NGC4502      2197285888      146.345367       14.427909       30.900000        9
   NGC4503     19820793856     4131.074219       39.964542       17.030001       -2
   NGC4519     15293946880      966.290405        9.578301       28.410000        6
   NGC4522      7662585344      860.398499       27.065968       19.740000       20
   NGC4523      1486213888      108.888702       11.381495       16.799999        9
   NGC4531     10530535424       45.310848       20.537079       15.200000        1
   NGC4532      4980116480     1674.570801       46.797260       15.590000       10
   NGC4534      1406267136      354.430115        9.351756       14.230000        8
   NGC4536     20140474368    17603.779297       30.419355       15.320000        3
   NGC4539      4677410816      895.634216       15.302726       17.160000       20
   NGC4540      7544289280      541.971558       19.805178       16.799999        9
   NGC4544      5243745792      501.452850       28.675064       21.230000        7
   NGC4546     42059153408     5054.535156       33.420830       18.100000       -5
   NGC4550      9684056064     1801.487549       39.082092       16.459999       -3
   NGC4561      1042960256      499.524811       22.452625       12.300000        7
   NGC4565     51316420608    52017.207031      154.885681       11.740000        1
   NGC4568     54221180928     6923.034668       61.818508       21.000000        4
   NGC4569     38438932480    14615.858398       34.414867       12.350000        1
   NGC4571     14794434560     3126.597168       17.804449       17.730000        5
   NGC4572      2938861824      308.017029       15.554079       23.129999        5
   NGC4586     12834032640     1019.465942       25.220926       17.020000        0
   NGC4592      2225824256      893.961365        8.382244       11.630000        8
   NGC4596     42058166272     5787.677246       16.113522       16.799999        0
   NGC4597      3385751296      796.471558       11.529455       17.000000        8
   NGC4604      4561807360      205.660706       26.355595       35.459999        8
   NGC4605      2704818176     5777.116699       25.903784        4.920000       10
   NGC4607      8510299136     1877.820312       59.957928       22.180000        6
   NGC4618      2762561024     3094.151123       14.505725        7.300000        9
   NGC4625      1017397760      757.895874       25.295038        8.200000        9
   NGC4628     39839285248     2114.203369       59.539261       44.930000        1
   NGC4630      5123483648      707.360107       20.336771       17.150000        9
   NGC4631     12896755712    38246.484375       41.530716        6.050000        7
   NGC4632     10819392512     1643.823486       36.202221       18.520000        8
   NGC4633      3036768768      280.831177       12.169829       22.600000        7
   NGC4634        51252368     3218.937500       50.176872        1.570000        7
   NGC4635      4871845376      440.073486       11.123881       23.500000        7
