#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  UGC03070                | UGC03070,PGC015356,MCG+00-12-039,KIG0152,HIPASSJ0430-01,CGCG393-031,6dFJ0430597-020012,2MASXJ04305965-0200120                                                                                                                                                                                                                                       |     15356 |  32.73 |  32.29 |    4.51657 |   -2.00337 |     2518 |        4 |     2518 |        5 |     2423 |  164.7 |   64.0 |     0.31 |     0.02 | SABb  | B    | R     |           |             |   3.1 |   0.7 |     1.13 |     0.03 |  68.55 |   2.32 |  76.28 |   2.61 |  15.28 |   0.09 |    NaN |   0.22 |  14.17 |    NaN |    NaN |  13.01 |
  IC2085                  | PGC015388,IRAS04303-5430,IC2085,ESOLV1570380,ESO157-038,DRCG47-001,AGC023518,2MFGC03680,2MASXJ04312423-5425007                                                                                                                                                                                                                                      |     15388 |  30.18 |    NaN |    4.52340 |  -54.41687 |      986 |       24 |      NaN |      NaN |      706 |  112.0 |   90.0 |     0.65 |     0.02 | S0-a  | B    |       |           |             |  -1.2 |   2.0 |     1.39 |     0.02 |  67.00 |   1.09 |  67.00 |    NaN |    NaN |    NaN |    NaN |   0.05 |  13.89 |   0.18 |   0.67 |  12.23 |
  ESO202-035              | PGC015455,LOG111,IRAS04309-4946,HIPASSJ0432-49,ESOLV2020350,ESO202-035,AGC023537,2MIG0577,2MFGC03695,2MASXJ04321642-4940329                                                                                                                                                                                                                         |     15455 |  31.86 |  32.13 |    4.53789 |  -49.67580 |     1872 |        4 |     1873 |        5 |     1601 |  134.0 |   90.0 |     0.79 |     0.03 | Sbc   |      |       |           |             |   3.5 |   1.1 |     1.45 |     0.03 | 123.23 |   1.77 | 123.23 |    NaN |  14.01 |   0.19 |  12.54 |   0.05 |  12.14 |    NaN |    NaN |  11.79 |
  ESO551-016              | PGC015597,MCG-04-11-022,ESOLV5510160,ESO551-016,AGC023560,6dFJ0435406-215917                                                                                                                                                                                                                                                                        |     15597 |  31.86 |  31.12 |    4.59460 |  -21.98811 |     1805 |        8 |     1808 |        8 |     1620 |    4.3 |   79.1 |     0.54 |     0.03 | SBbc  | B    |       |           |             |   4.1 |   0.6 |     1.19 |     0.03 |  51.00 |   0.82 |  51.94 |   0.84 |  16.16 |   0.25 |    NaN |   0.20 |  14.07 |    NaN |    NaN |  13.41 |
  PGC015625               | PGC015625,MCG-02-12-046,LOG114,HIPASSJ0436-09                                                                                                                                                                                                                                                                                                       |     15625 |  32.62 |    NaN |    4.60685 |   -9.51379 |     2424 |        6 |     2424 |        8 |     2293 |  173.0 |   90.0 |     0.69 |     0.03 | IB    | B    |       |           |             |   9.8 |   0.8 |     1.06 |     0.05 |  42.54 |   2.35 |  42.54 |    NaN |  15.39 |   0.23 |    NaN |   0.52 |  14.02 |    NaN |    NaN |  14.15 |
  ESO202-041              | PGC015650,HIPASSJ0436-52,ESOLV2020410,ESO202-041,AGC023589                                                                                                                                                                                                                                                                                          |     15650 |  31.52 |  30.35 |    4.61589 |  -52.17558 |     1659 |        5 |     1660 |        5 |     1383 |  166.2 |   73.6 |     0.31 |     0.03 | SBm   | B    |       |           |             |   8.9 |   0.6 |     1.12 |     0.03 |  38.93 |   0.48 |  40.59 |   0.51 |  15.17 |   0.16 |    NaN |   0.04 |  14.39 |    NaN |    NaN |  14.29 |
  ESO157-049              | PGC435375,PGC015749,IRAS04384-5306,HIPASSJ0439-53,ESOLV1570490,ESO157-049,AGC023639,2MIG0600,2MFGC03811,2MASXJ04393688-5300455                                                                                                                                                                                                                      |     15749 |  31.58 |  31.87 |    4.66024 |  -53.01267 |     1673 |        5 |     1676 |        7 |     1395 |   28.1 |   78.4 |     0.56 |     0.03 | Sc    |      |       |           |             |   5.3 |   2.4 |     1.24 |     0.04 |  90.02 |   1.04 |  91.89 |   1.07 |  14.94 |   0.14 |  12.17 |   0.03 |  13.37 |    NaN |    NaN |  12.39 |
  NGC1637                 | UGCA093,PGC015821,NGC1637,MCG+00-12-068,IRAS04389-0257,HIPASSJ0441-02,CGCG393-066,AGC440323,6dFJ0441282-025129,2MIG0603,2MASXJ04412822-0251289                                                                                                                                                                                                      |     15821 |  29.81 |  30.41 |    4.69116 |   -2.85792 |      716 |        2 |      716 |        2 |      616 |   16.3 |   31.1 |     0.06 |     0.02 | Sc    | B    |       |           |             |   5.0 |   0.4 |     1.50 |     0.02 |  79.11 |   1.51 | 153.15 |   3.31 |  13.16 |   0.08 |  11.12 |   0.17 |  11.27 |   0.01 |   0.58 |   9.70 |
  NGC1640                 | PGC015850,NGC1640,MCG-03-12-018,IRAS04400-2031,HIPASSJ0442-20,ESOLV5510270,ESO551-027,6dFJ0442145-202605,2MIG0608,2MASXJ04421453-2026052                                                                                                                                                                                                            |     15850 |  31.58 |    NaN |    4.70403 |  -20.43478 |     1603 |        4 |     1603 |        5 |     1424 |    NaN |   17.2 |     0.02 |     0.02 | Sb    | B    | R     |           |             |   3.0 |   0.3 |     1.43 |     0.02 |  63.89 |   2.25 | 215.81 |   9.65 |  15.27 |   0.17 |  12.74 |   0.15 |  12.24 |   0.09 |   0.70 |  10.59 |
  ESO551-031              | PGC015858,MCG-04-12-010,ESOLV5510310,ESO551-031,AGC023671                                                                                                                                                                                                                                                                                           |     15858 |  31.81 |    NaN |    4.70799 |  -21.69146 |     1769 |        6 |     1768 |        8 |     1584 |  172.6 |   75.3 |     0.53 |     0.03 | SBcd  | B    |       |           |             |   6.7 |   0.8 |     1.19 |     0.03 |  64.92 |   1.17 |  67.10 |   1.21 |  16.97 |   0.25 |    NaN |   0.21 |  13.88 |    NaN |    NaN |  13.32 |
  PGC015869               | UGCA094,PGC015869,MCG-01-12-047,HIPASSJ0442-08,6dFJ0442573-080527,2MASXJ04425729-0805264                                                                                                                                                                                                                                                            |     15869 |  32.73 |  33.16 |    4.71592 |   -8.09075 |     2523 |        4 |     2523 |        4 |     2398 |    NaN |   59.7 |     0.21 |     0.02 | SABd  | B    |       |           |             |   8.0 |   0.5 |     1.19 |     0.04 |  81.40 |   2.38 |  94.25 |   2.81 |  14.82 |   0.14 |    NaN |   0.43 |  14.02 |    NaN |    NaN |  12.92 |
  NGC1672                 | VV826,PGC015941,NGC1672,LGG119:[G93]002,IRAS04449-5920,HIPASSJ0445-59,ESOLV1180430,ESO118-043,2MASXJ04454255-5914507,2MASXJ04454255-5914506                                                                                                                                                                                                         |     15941 |  30.95 |  31.38 |    4.76181 |  -59.24731 |     1339 |        4 |     1334 |        5 |     1052 |    NaN |   28.2 |     0.05 |     0.03 | Sb    | B    |       |           |             |   3.3 |   0.6 |     1.79 |     0.02 | 100.65 |   3.54 | 212.80 |   8.44 |  11.76 |   0.16 |   9.25 |   0.10 |  10.15 |  -0.02 |   0.56 |    NaN |
  ESO361-009              | [KK98]043,PGC015996,KK043,HIPASSJ0446-35,ESOLV3610090,ESO361-009,AGC023722                                                                                                                                                                                                                                                                          |     15996 |  31.11 |    NaN |    4.78301 |  -35.91653 |     1343 |        3 |     1343 |        4 |     1108 |   46.6 |   81.1 |     0.36 |     0.04 | IB    | B    |       |           |             |   9.9 |   0.5 |     1.15 |     0.05 |  41.59 |   1.18 |  42.10 |   1.21 |  15.20 |   0.14 |    NaN |   0.06 |  14.55 |    NaN |    NaN |  13.89 |
  NGC1688                 | PGC016050,NGC1688,LGG119:[G93]003,IRAS04476-5953,HIPASSJ0448-59,ESOLV1190060,ESO119-006,AGC023766,2MASXJ04482378-5948011                                                                                                                                                                                                                            |     16050 |  30.69 |  30.30 |    4.80663 |  -59.80036 |     1228 |        3 |     1228 |        5 |      940 |  165.5 |   48.2 |     0.17 |     0.04 | SBc   | B    |       |           |             |   6.2 |   1.3 |     1.39 |     0.02 |  66.75 |   1.06 |  89.51 |   1.53 |  14.56 |   0.14 |  11.93 |   0.15 |  11.64 |    NaN |   0.40 |  10.98 |
  ESO421-019              | [RC2]A0447-29,UGCA095,PGC732069,PGC146542,PGC016084,MCG-05-12-003,IRAS04472-2917,HIPASSJ0449-29,ESOLV4210190,ESO421-019,DDO228,6dFJ0449105-291223,2MASXJ04491047-2912230                                                                                                                                                                            |     16084 |  31.32 |  31.25 |    4.81957 |  -29.20642 |     1476 |        5 |     1476 |        5 |     1263 |   60.3 |   49.4 |     0.14 |     0.02 | SABm  | B    |       |           |             |   9.0 |   0.4 |     1.39 |     0.02 |  62.28 |   1.94 |  82.03 |   2.62 |  14.65 |   0.17 |    NaN |   0.11 |  12.84 |  -0.40 |   0.52 |    NaN |
